|2000|,|H8MN08027|,|N00004523|,|Jerry Shuster (R)|,|R|,|MN08|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8MO01119|,|N00005009|,|Richmond A Soluade Sr (R)|,|R|,|MO01|,|    |,| |,|Y|,|O|,|RL|,| |
|2000|,|H8MO01127|,|N00005073|,|Richard E Illyes (L)|,|L|,|MO01|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8MO02125|,|N00005015|,|John A Holmes Jr (R)|,|R|,|MO02|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8MO02133|,|N00005078|,|Brian K Lundy (L)|,|L|,|MO02|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8MO03115|,|N00005055|,|Mark Ludwig (R)|,|R|,|MO03|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8MO03123|,|N00005057|,|Bill Federer (R)|,|R|,|MO03|,|    |,|Y|,|Y|,|C|,|RL|,| |
|2000|,|H8MO03131|,|N00005012|,|Steven G Bailey (D)|,|D|,|MO01|,|    |,| |,|Y|,|O|,|DL|,| |
|2000|,|H8MO04048|,|N00005160|,|Cecilia D Noland (R)|,|R|,|MO04|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8MO05086|,|N00005143|,|Elizabeth Ann Dulaney (3)|,|3|,|MO05|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8MO07066|,|N00005157|,|Gary Nodler (R)|,|R|,|MO07|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MO07116|,|N00005202|,|Marc Perkel (R)|,|R|,|MOS2|,|    |,| |,| |,|C|,|RC|,| |
|2000|,|H8MO08049|,|N00005089|,|Thad Bullock (D)|,|D|,|MO08|,|    |,| |,| |,|C|,|DN|,| |
|2000|,|H8MO08056|,|N00005096|,|Anthony Joseph Heckemeyer (D)|,|D|,|MO08|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8MO08064|,|N00005095|,|John Hendricks (L)|,|L|,|MO08|,|    |,|Y|,|Y|,|C|,|3L|,| |
|2000|,|H8MO09054|,|N00005167|,|Kenneth Bentley Jacob (D)|,|D|,|MO09|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8MO09062|,|N00005176|,|Linda Vogt (D)|,|D|,|MO09|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8MO09070|,|N00005081|,|Robert Hoffman (L)|,|L|,|MO09|,|    |,|Y|,|Y|,|C|,|3L|,| |
|2000|,|H8MS04156|,|N00003362|,|Mike Parker (R)|,|R|,|MS04|,|    |,| |,| |,|I|,|RN|,| |
|2000|,|H8MS04180|,|N00003319|,|Steven Alan Patterson (D)|,|D|,|MS04|,|    |,| |,| |,|C|,|DN|,| |
|2000|,|H8MS04230|,|N00003296|,|Phillip R Davis (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04313|,|N00003368|,|Arthur D Rhodes (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04321|,|N00003299|,|Heath Hall (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04339|,|N00003367|,|Dunn Lampton (R)|,|R|,|MS04|,|    |,|Y|,|Y|,|C|,|RL|,| |
|2000|,|H8MS04347|,|N00003332|,|James Erik Hearon (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04354|,|N00003297|,|Joyce Arceneaux (D)|,|D|,|MS04|,|    |,| |,| |,|C|,|DN|,| |
|2000|,|H8MS04362|,|N00003320|,|Carroll Rhodes (D)|,|D|,|MS04|,|    |,| |,| |,|C|,|DN|,| |
|2000|,|H8MS04370|,|N00003330|,|C Delbert Hosemann Jr (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04388|,|N00003369|,|Wilburn Fortinberry (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04396|,|N00003321|,|Ken Stribling (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS04404|,|N00003339|,|Ronnie Shows (D)|,|D|,|MS04|,|MS04|,|Y|,|Y|,|I|,|DW|,| |
|2000|,|H8MS04412|,|N00003363|,|Marvin Douglas Sullivan (R)|,|R|,|MS04|,|    |,| |,| |,|C|,|RN|,| |
|2000|,|H8MS05047|,|N00003350|,|Gene Taylor (D)|,|D|,|MS05|,|MS05|,|Y|,|Y|,|I|,|DW|,| |
|2000|,|H8MS05138|,|N00003344|,|Richard Edward O'Hara (D)|,|D|,|MS05|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8MS05146|,|N00003354|,|Randy McDonnell (R)|,|R|,|MS05|,|    |,|Y|,|Y|,|C|,|RL|,| |
|2000|,|H8MS05153|,|N00003357|,|Karl Mertz (R)|,|R|,|MS05|,|    |,| |,|Y|,|C|,|RL|,| |
|2000|,|H8MS05161|,|N00003352|,|Ray Coffey (L)|,|L|,|MS05|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8MS05179|,|N00003351|,|Robert Claunch (3)|,|3|,|MS05|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8MT00028|,|N00004661|,|Robert L (Dusty) Deschamps (D)|,|D|,|MT01|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8MT01018|,|N00004648|,|Pat Williams (D)|,|D|,|MT01|,|    |,| |,| |,|C|,|DN|,| |
|2000|,|H8MT01141|,|N00004663|,|Mike Fellows (L)|,|L|,|MT01|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8MT01158|,|N00004628|,|Webb Sullivan (3)|,|3|,|MT01|,|    |,| |,| |,| |,|3N|,| |
|2000|,|H8NC00015|,|N00002263|,|Dan E Page (R)|,|R|,|NC02|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8NC01054|,|N00002300|,|Linwood E Mercer (D)|,|D|,|NC01|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8NC01062|,|N00002272|,|Jerome A Power (R)|,|R|,|NC01|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8NC01070|,|N00002306|,|Duane E Kratzer Jr (R)|,|R|,|NC01|,|    |,|Y|,|Y|,|C|,|RL|,| |
|2000|,|H8NC01088|,|N00002250|,|Jack Schwartz (L)|,|L|,|NC08|,|    |,| |,| |,|C|,|3C|,| |
|2000|,|H8NC02037|,|N00002264|,|Richard D Skillen (R)|,|R|,|NC02|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8NC03027|,|N00002267|,|Jonathan Stuart Williams (D)|,|D|,|NC03|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8NC03035|,|N00002376|,|Robert (Bob) Ayers Jr (D)|,|D|,|NC03|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8NC04041|,|N00002286|,|Tom Roberg (R)|,|R|,|NC04|,|    |,| |,| |,| |,|RN|,| |
|2000|,|H8NC04058|,|N00002292|,|Ralph M McKinney Jr (D)|,|D|,|NC04|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8NC05022|,|N00002217|,|Michael J Robinson (D)|,|D|,|NC05|,|    |,| |,| |,| |,|DN|,| |
|2000|,|H8NC06038|,|N00002249|,|Jeffrey D Bentley (L)|,|L|,|NC06|,|    |,|Y|,|Y|,|C|,|3L|,| |
|2000|,|H8NC07044|,|N00002356|,|Mike McIntyre (D)|,|D|,|NC07|,|NC07|,|Y|,|Y|,|I|,|DW|,| |
|2000|,|H8NC07051|,|N00002362|,|Randolph W Crow (D)|,|D|,|NC07|,|    |,| |,|Y|,|C|,|DL|,| |
