NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,5,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,8,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,7,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,9,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,1,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,3,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,5,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,3,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,NULL,NULL,0,
NULL,NULL,NULL,NULL,NULL,NULL,2500,
NULL,NULL,NULL,NULL,NULL,NULL,300,
NULL,NULL,NULL,NULL,NULL,NULL,750,
NULL,NULL,NULL,NULL,NULL,NULL,250,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,250,
NULL,NULL,NULL,NULL,NULL,NULL,250,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,5000,
NULL,NULL,NULL,NULL,NULL,NULL,15000,
NULL,NULL,NULL,NULL,NULL,NULL,1500,
NULL,NULL,NULL,NULL,NULL,NULL,5000,
NULL,NULL,NULL,NULL,NULL,NULL,950,
NULL,NULL,NULL,NULL,NULL,NULL,450,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,2250,
NULL,NULL,NULL,NULL,NULL,NULL,250,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,250,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,-2500,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,1500,
NULL,NULL,NULL,NULL,NULL,NULL,5000,
NULL,NULL,NULL,NULL,NULL,NULL,2250,
NULL,NULL,NULL,NULL,NULL,NULL,15500,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,0,
NULL,NULL,NULL,NULL,NULL,NULL,250,
NULL,NULL,NULL,NULL,NULL,NULL,250,
